Code_Year_Month,Postal_Code,Customer_Class,Total_Gallons,
01-05-14,78703,Residential,39866300,
20-03-14,78703,Irrigation - Residential,643300,
27-03-12,78703,Multi-Family,13345700,
15-07-09,78704,Irrigation - Residential,106900,
27-12-13,78704,Multi-Family,47215600,
13-03-18,78704,Irrigation - Multi-Family,934800,
26-09-19,78704,Residential,39082400,
09-10-19,78705,Irrigation - Multi-Family,263700,
20-10-14,78705,Irrigation - Residential,24800,
10-05-10,78705,Multi-Family,36297600,
13-08-16,78705,Residential,8154700,
30-08-14,78717,Irrigation - Multi-Family,3901200,
19-01-13,78717,Residential,29662800,
02-08-11,78717,Irrigation - Residential,22400,
22-07-16,78717,Multi-Family,10241400,
26-01-19,78719,Multi-Family,472000,
17-08-19,78719,Residential,1478900,
28-11-12,78721,Multi-Family,4338200,
25-03-11,78721,Irrigation - Residential,4600,
12-05-16,78721,Irrigation - Multi-Family,20200,
13-10-19,78721,Residential,12477900,
14-06-19,78722,Multi-Family,2604600,
12-04-19,78722,Irrigation - Multi-Family,6100,
02-05-10,78722,Irrigation - Residential,,
22-09-10,78722,Residential,7505200,
04-12-17,78723,Irrigation - Residential,2000,
26-05-12,78723,Residential,30200000,
29-09-18,78723,Multi-Family,19323800,
26-07-17,78723,Irrigation - Multi-Family,78300,
29-01-14,78724,Irrigation - Residential,16200,
30-12-16,78724,Irrigation - Multi-Family,145000,
21-04-17,78724,Residential,18544200,
26-05-09,78724,Multi-Family,11385200,
12-01-16,78725,Residential,2337700,
20-01-11,78725,Multi-Family,163900,
29-03-13,78726,Irrigation - Residential,56900,
18-08-17,78726,Multi-Family,11685400,
16-09-11,78726,Residential,13752700,
18-02-12,78726,Irrigation - Multi-Family,3250500,
26-02-16,78727,Irrigation - Multi-Family,1997400,
06-02-13,78727,Irrigation - Residential,,
13-04-17,78727,Residential,32185000,
19-11-17,78727,Multi-Family,19052000,
04-01-15,78728,Irrigation - Residential,2800,
27-08-19,78728,Multi-Family,6578600,
04-01-12,78728,Irrigation - Multi-Family,1154500,
24-11-10,78728,Residential,4575500,
29-12-13,78729,Irrigation - Residential,5800,
25-05-15,78729,Residential,18403900,
16-07-12,78729,Irrigation - Multi-Family,1091100,
25-09-10,78729,Multi-Family,19392700,
02-12-19,78730,Irrigation - Residential,58900,
12-04-18,78730,Multi-Family,4404600,
25-08-09,78730,Irrigation - Multi-Family,392500,
09-02-09,78730,Residential,17286400,
19-09-18,78731,Multi-Family,17488300,
24-09-12,78731,Residential,45689600,
12-07-11,78731,Irrigation - Residential,245100,
08-06-17,78731,Irrigation - Multi-Family,143600,
21-04-16,78732,Residential,535800,
07-10-15,78733,Residential,32600,
06-09-14,78735,Irrigation - Multi-Family,371500,
16-11-15,78735,Residential,15633100,
30-07-17,78735,Multi-Family,8265600,
02-10-15,78736,Irrigation - Multi-Family,56800,
21-10-12,78736,Irrigation - Residential,6300,
22-10-17,78736,Multi-Family,1570800,
07-02-15,78736,Residential,10339000,
10-02-15,78737,Residential,5370700,
01-12-15,78737,Irrigation - Residential,5100,
17-09-09,78738,Residential,2700,
31-08-12,78739,Residential,30773100,
10-02-19,78739,Irrigation - Multi-Family,100,
26-04-09,78741,Residential,17384200,
28-02-11,78741,Irrigation - Residential,6600,
08-09-14,78741,Irrigation - Multi-Family,918300,
25-11-11,78741,Multi-Family,74932000,
21-04-12,78742,Multi-Family,653000,
25-12-08,78742,Residential,497000,
24-09-18,78744,Multi-Family,24984000,
08-12-12,78744,Irrigation - Multi-Family,646200,
08-07-18,78744,Residential,44755100,
27-01-16,78744,Irrigation - Residential,22000,
30-06-19,78745,Multi-Family,29477700,
22-04-14,78745,Irrigation - Multi-Family,1599200,
23-01-17,78745,Irrigation - Residential,47600,
09-11-09,78745,Residential,65020700,
09-03-09,78746,Residential,31083700,
04-03-18,78746,Irrigation - Multi-Family,225200,
02-04-17,78746,Irrigation - Residential,237300,
30-01-09,78746,Multi-Family,10067000,
02-01-16,78747,Residential,21271300,
12-12-13,78747,Multi-Family,6438400,
23-09-09,78747,Irrigation - Multi-Family,333000,
18-11-16,78747,Irrigation - Residential,3500,
06-11-10,78748,Irrigation - Residential,16700,
27-01-09,78748,Residential,57040200,
06-04-09,78748,Irrigation - Multi-Family,1970800,
19-10-19,78748,Multi-Family,18003700,
16-10-18,78749,Residential,50074600,
16-06-14,78749,Irrigation - Residential,29300,
04-03-19,78749,Multi-Family,16886100,
26-08-12,78749,Irrigation - Multi-Family,2252700,
04-03-12,78750,Residential,44715900,
12-07-16,78750,Multi-Family,15368400,
07-04-09,78750,Irrigation - Multi-Family,953400,
30-12-15,78750,Irrigation - Residential,28800,
28-07-18,78751,Irrigation - Residential,41900,
10-10-10,78751,Multi-Family,12381400,
06-08-10,78751,Residential,13612100,
06-05-11,78751,Irrigation - Multi-Family,397100,
09-08-12,78752,Multi-Family,17001500,
13-11-14,78752,Irrigation - Multi-Family,27100,
22-04-12,78752,Residential,11338300,
11-12-15,78753,Irrigation - Multi-Family,2207600,
03-12-11,78753,Irrigation - Residential,2400,
07-02-12,78753,Multi-Family,47538900,
12-05-17,78753,Residential,36007200,
26-07-12,78754,Irrigation - Residential,10900,
30-05-17,78754,Residential,19182300,
27-11-18,78754,Irrigation - Multi-Family,1751000,
19-11-13,78754,Multi-Family,14461000,
25-02-13,78756,Irrigation - Residential,26900,
26-03-18,78756,Residential,9247900,
09-05-19,78756,Irrigation - Multi-Family,199300,
09-05-18,78756,Multi-Family,6389600,
21-10-17,78757,Multi-Family,13311200,
07-09-11,78757,Residential,27876600,
06-02-16,78757,Irrigation - Residential,17000,
31-08-10,78757,Irrigation - Multi-Family,102800,
02-06-18,78758,Residential,35869600,
29-11-12,78758,Irrigation - Multi-Family,1298800,
01-03-10,78758,Irrigation - Residential,26900,
11-03-13,78758,Multi-Family,48968000,
27-04-13,78759,Residential,50674300,
01-03-19,78759,Irrigation - Residential,32200,
16-08-13,78759,Multi-Family,31351100,
30-01-18,78759,Irrigation - Multi-Family,744200,
23-01-11,78613,Multi-Family,1146800,
18-12-15,78613,Irrigation - Multi-Family,390100,
23-12-08,78617,Irrigation - Residential,8700,
18-03-17,78617,Multi-Family,3184900,
15-08-09,78617,Residential,17957700,
18-02-19,78652,Residential,1112300,
30-12-08,78652,Irrigation - Residential,74000,
23-10-18,78652,Multi-Family,27300,
10-08-14,78653,Multi-Family,86300,
17-03-18,78653,Residential,1614500,
10-05-16,78660,Residential,6876400,
10-02-13,78660,Irrigation - Multi-Family,199800,
02-04-18,78660,Irrigation - Residential,10600,
11-02-10,78660,Multi-Family,3923200,
13-12-11,78701,Residential,804200,
18-11-15,78701,Multi-Family,13720700,
24-09-13,78701,Irrigation - Residential,16700,
01-12-10,78701,Irrigation - Multi-Family,760900,
20-08-19,78702,Irrigation - Multi-Family,601600,
16-08-18,78702,Irrigation - Residential,25600,
04-09-15,78702,Multi-Family,11070900,
15-10-09,78702,Residential,23150000,
21-02-18,78703,Irrigation - Multi-Family,591300,
23-01-19,78703,Multi-Family,13242200,
02-08-16,78703,Residential,37719900,
08-09-10,78703,Irrigation - Residential,527400,
17-10-16,78704,Irrigation - Residential,76400,
15-09-16,78704,Multi-Family,45776300,
01-01-09,78704,Residential,36753400,
01-07-18,78704,Irrigation - Multi-Family,1758600,
02-10-12,78705,Multi-Family,34521300,
22-01-12,78705,Residential,8208600,
20-06-10,78705,Irrigation - Residential,38000,
15-08-18,78705,Irrigation - Multi-Family,279300,
16-07-19,78717,Irrigation - Residential,24100,
15-06-19,78717,Residential,26218100,
23-04-13,78717,Irrigation - Multi-Family,4290100,
08-12-19,78717,Multi-Family,8987200,
08-07-19,78719,Residential,1381900,
04-03-13,78719,Multi-Family,413300,
13-10-17,78721,Residential,12371900,
09-11-11,78721,Irrigation - Residential,4100,
12-11-18,78721,Irrigation - Multi-Family,29900,
25-07-18,78721,Multi-Family,4310700,
13-07-13,78722,Irrigation - Multi-Family,89200,
09-03-13,78722,Irrigation - Residential,,
06-12-13,78722,Multi-Family,2523500,
14-09-16,78722,Residential,7351600,
09-08-14,78723,Multi-Family,21194800,
20-01-18,78723,Irrigation - Multi-Family,109100,
09-06-13,78723,Residential,28899800,
01-11-12,78723,Irrigation - Residential,300,
07-06-09,78724,Residential,17709700,
06-10-09,78724,Multi-Family,11648200,
17-03-15,78724,Irrigation - Multi-Family,195500,
14-04-09,78724,Irrigation - Residential,16200,
30-01-17,78725,Multi-Family,192200,
23-08-09,78725,Residential,2234600,
11-05-14,78726,Residential,13699800,
23-09-13,78726,Irrigation - Multi-Family,3727800,
09-08-16,78726,Irrigation - Residential,44100,
05-11-12,78726,Multi-Family,11777100,
17-06-15,78727,Residential,30889600,
10-02-09,78727,Irrigation - Residential,200,
21-11-14,78727,Multi-Family,18049900,
27-12-17,78727,Irrigation - Multi-Family,2454800,
28-04-10,78728,Irrigation - Multi-Family,1230100,
11-01-17,78728,Multi-Family,6670000,
06-07-13,78728,Residential,4085200,
20-12-09,78728,Irrigation - Residential,2400,
30-12-17,78729,Multi-Family,18817500,
29-07-16,78729,Irrigation - Multi-Family,2310000,
18-08-15,78729,Irrigation - Residential,5100,
04-09-11,78729,Residential,18087900,
04-10-16,78730,Irrigation - Multi-Family,354600,
03-02-14,78730,Residential,18984800,
12-10-13,78730,Multi-Family,4679200,
23-07-15,78730,Irrigation - Residential,94700,
27-05-19,78731,Multi-Family,17720100,
19-03-13,78731,Irrigation - Residential,341000,
09-09-14,78731,Residential,45348900,
03-01-10,78731,Irrigation - Multi-Family,251200,
21-10-18,78732,Residential,547500,
16-10-13,78733,Residential,42900,
28-04-11,78735,Irrigation - Multi-Family,1428300,
03-08-19,78735,Residential,15428600,
03-06-10,78735,Multi-Family,8212000,
22-01-17,78736,Multi-Family,1984700,
14-05-11,78736,Residential,9949200,
26-06-14,78736,Irrigation - Multi-Family,259800,
23-12-12,78736,Irrigation - Residential,14400,
23-12-15,78737,Irrigation - Residential,5000,
13-01-14,78737,Residential,5359500,
14-12-15,78738,Residential,16100,
19-05-15,78739,Residential,36042300,
07-08-15,78739,Irrigation - Multi-Family,100,
19-04-09,78741,Irrigation - Residential,8500,
05-12-15,78741,Residential,16855200,
04-02-13,78741,Irrigation - Multi-Family,1260100,
04-12-08,78741,Multi-Family,72557200,
22-12-10,78742,Multi-Family,655900,
22-07-13,78742,Residential,614600,
22-03-19,78744,Irrigation - Residential,23900,
17-06-17,78744,Multi-Family,25062900,
06-05-12,78744,Residential,43202500,
04-05-15,78744,Irrigation - Multi-Family,761300,
13-04-12,78745,Irrigation - Multi-Family,2816900,
06-02-14,78745,Multi-Family,28800800,
12-11-19,78745,Irrigation - Residential,54000,
07-09-14,78745,Residential,62047400,
10-04-15,78746,Residential,31214800,
21-01-14,78746,Irrigation - Residential,283400,
25-04-14,78746,Multi-Family,10183300,
03-03-10,78746,Irrigation - Multi-Family,432900,
11-03-18,78747,Residential,20509500,
13-04-19,78747,Irrigation - Multi-Family,289600,
26-10-13,78747,Multi-Family,6265800,
05-01-19,78747,Irrigation - Residential,5000,
22-07-18,78748,Irrigation - Residential,22500,
23-12-13,78748,Multi-Family,18185900,
10-02-16,78748,Residential,56623600,
10-06-10,78748,Irrigation - Multi-Family,2728400,
02-12-16,78749,Multi-Family,16580700,
30-04-12,78749,Irrigation - Residential,30600,
19-06-18,78749,Residential,50280200,
27-10-09,78749,Irrigation - Multi-Family,4028500,
17-01-09,78750,Irrigation - Residential,3600,
24-04-13,78750,Irrigation - Multi-Family,1053900,
16-11-09,78750,Residential,39513100,
28-11-16,78750,Multi-Family,13891700,
23-09-11,78751,Irrigation - Multi-Family,360300,
17-07-14,78751,Irrigation - Residential,61000,
21-05-10,78751,Residential,13761500,
30-12-10,78751,Multi-Family,12121100,
27-04-11,78752,Multi-Family,16909900,
26-10-10,78752,Residential,11353700,
21-03-18,78752,Irrigation - Multi-Family,19400,
17-05-09,78753,Residential,34913800,
05-07-09,78753,Irrigation - Multi-Family,2438400,
31-05-18,78753,Irrigation - Residential,2300,
26-03-15,78753,Multi-Family,47029600,
21-07-12,78754,Irrigation - Residential,8600,
30-07-15,78754,Multi-Family,15213900,
11-11-14,78754,Irrigation - Multi-Family,3256500,
02-11-09,78754,Residential,17257800,
03-11-12,78756,Residential,9209500,
19-10-18,78756,Irrigation - Residential,32400,
05-01-18,78756,Irrigation - Multi-Family,251000,
27-01-13,78756,Multi-Family,6070800,
20-04-19,78757,Irrigation - Residential,18900,
19-03-17,78757,Irrigation - Multi-Family,268600,
15-08-10,78757,Multi-Family,12924000,
26-08-16,78757,Residential,27636100,
16-06-18,78758,Irrigation - Multi-Family,1702800,
30-05-09,78758,Residential,36189200,
06-04-12,78758,Irrigation - Residential,8700,
07-10-17,78758,Multi-Family,50654600,
03-09-19,78759,Multi-Family,31217200,
26-12-09,78759,Residential,47826800,
05-03-10,78759,Irrigation - Residential,34400,
10-02-10,78759,Irrigation - Multi-Family,724400,
12-12-19,78613,Irrigation - Multi-Family,566300,
10-04-14,78613,Multi-Family,1232900,
26-08-19,78617,Irrigation - Residential,9300,
10-07-10,78617,Multi-Family,3733100,
03-08-18,78617,Residential,18236700,
10-07-09,78652,Irrigation - Residential,72900,
12-05-12,78652,Multi-Family,11200,
25-10-09,78652,Residential,1221500,
05-07-10,78653,Multi-Family,129100,
11-02-18,78653,Residential,1923100,
27-12-11,78660,Multi-Family,4414400,
03-12-14,78660,Residential,7753300,
10-01-12,78660,Irrigation - Residential,9200,
28-12-09,78660,Irrigation - Multi-Family,155200,
05-05-19,78701,Irrigation - Multi-Family,711400,
15-01-15,78701,Multi-Family,13772700,
10-04-13,78701,Irrigation - Residential,37300,
06-09-13,78701,Residential,767900,
16-09-15,78702,Irrigation - Multi-Family,545200,
17-09-17,78702,Irrigation - Residential,12600,
03-05-09,78702,Residential,24727300,
15-04-10,78702,Multi-Family,11075800,
21-07-09,78703,Irrigation - Residential,555100,
08-05-17,78703,Irrigation - Multi-Family,531800,
13-01-15,78703,Multi-Family,13698900,
15-08-14,78703,Residential,38157800,
14-01-11,78704,Residential,36974200,
20-08-09,78704,Irrigation - Multi-Family,1669400,
08-09-11,78704,Irrigation - Residential,118700,
28-12-15,78704,Multi-Family,46738100,
25-06-13,78705,Multi-Family,30283800,
09-12-14,78705,Residential,7385800,
21-11-17,78705,Irrigation - Multi-Family,297600,
24-11-16,78705,Irrigation - Residential,39600,
23-11-14,78717,Irrigation - Residential,21500,
21-02-14,78717,Multi-Family,11452500,
20-10-12,78717,Residential,30153800,
17-12-08,78717,Irrigation - Multi-Family,4947000,
20-12-17,78719,Residential,1383300,
16-05-15,78719,Multi-Family,464100,
03-06-11,78721,Irrigation - Residential,5300,
07-08-19,78721,Residential,13515900,
12-04-15,78721,Irrigation - Multi-Family,53800,
10-05-19,78721,Multi-Family,4860300,
09-02-15,78722,Irrigation - Multi-Family,185100,
05-03-15,78722,Irrigation - Residential,400,
17-02-13,78722,Residential,7195600,
20-04-15,78722,Multi-Family,2727500,
11-12-14,78723,Multi-Family,23234300,
17-09-11,78723,Irrigation - Multi-Family,102000,
14-03-17,78723,Irrigation - Residential,300,
09-12-16,78723,Residential,30552700,
11-02-19,78724,Irrigation - Residential,16900,
10-06-11,78724,Multi-Family,12986800,
08-03-19,78724,Irrigation - Multi-Family,244600,
14-11-12,78724,Residential,19447600,
31-07-14,78725,Residential,2513400,
09-12-11,78725,Multi-Family,195700,
08-05-14,78726,Residential,14006800,
29-04-10,78726,Irrigation - Residential,21600,
27-08-17,78726,Irrigation - Multi-Family,3620500,
10-12-15,78726,Multi-Family,12056700,
11-12-10,78727,Multi-Family,20407900,
19-08-18,78727,Residential,31813000,
25-01-18,78727,Irrigation - Multi-Family,2826700,
06-08-16,78727,Irrigation - Residential,200,
07-07-13,78728,Multi-Family,7258900,
21-01-17,78728,Irrigation - Multi-Family,1315800,
14-08-16,78728,Irrigation - Residential,3600,
23-01-10,78728,Residential,4733000,
25-12-14,78729,Multi-Family,19387200,
07-02-09,78729,Irrigation - Multi-Family,1346600,
19-07-09,78729,Irrigation - Residential,4400,
22-03-14,78729,Residential,18976300,
15-07-13,78730,Irrigation - Multi-Family,451600,
18-09-14,78730,Residential,16188200,
14-10-15,78730,Multi-Family,4990400,
04-02-11,78730,Irrigation - Residential,46600,
25-03-14,78731,Irrigation - Multi-Family,343500,
27-06-13,78731,Irrigation - Residential,363600,
11-01-13,78731,Multi-Family,17307000,
24-04-10,78731,Residential,45567200,
04-05-16,78732,Residential,478400,
06-05-09,78733,Residential,33800,
21-11-13,78735,Irrigation - Multi-Family,1036800,
15-01-12,78735,Residential,16477800,
30-06-12,78735,Multi-Family,8241600,
12-12-14,78736,Irrigation - Multi-Family,360000,
18-08-16,78736,Multi-Family,2154000,
29-11-15,78736,Residential,10884900,
22-07-09,78736,Irrigation - Residential,16200,
31-10-19,78737,Residential,5623700,
29-04-18,78737,Irrigation - Residential,5900,
22-03-12,78738,Residential,11400,
18-10-15,78739,Residential,31858500,
05-08-17,78739,Irrigation - Multi-Family,100,
15-11-10,78741,Irrigation - Multi-Family,2017900,
29-05-13,78741,Multi-Family,72791700,
03-04-15,78741,Irrigation - Residential,6500,
18-05-16,78741,Residential,16406000,
24-12-11,78742,Multi-Family,614100,
18-08-18,78742,Residential,569300,
13-01-17,78744,Irrigation - Residential,26000,
06-06-10,78744,Multi-Family,25745500,
19-07-15,78744,Irrigation - Multi-Family,807700,
20-07-14,78744,Residential,45677200,
08-02-16,78745,Residential,64414900,
28-01-19,78745,Irrigation - Residential,49000,
23-05-17,78745,Irrigation - Multi-Family,2416300,
31-10-14,78745,Multi-Family,30421800,
05-03-16,78746,Irrigation - Multi-Family,522500,
12-02-12,78746,Multi-Family,9982900,
22-07-10,78746,Residential,30883000,
27-11-13,78746,Irrigation - Residential,194100,
14-04-15,78747,Multi-Family,7037500,
28-08-13,78747,Residential,20238500,
08-07-10,78747,Irrigation - Residential,6200,
29-01-10,78747,Irrigation - Multi-Family,94500,
28-08-09,78748,Residential,56883900,
07-03-17,78748,Multi-Family,18740000,
18-09-11,78748,Irrigation - Multi-Family,2507500,
17-10-09,78748,Irrigation - Residential,70100,
31-12-18,78749,Irrigation - Multi-Family,2929000,
24-11-09,78749,Multi-Family,18352000,
07-07-10,78749,Irrigation - Residential,24300,
13-03-17,78749,Residential,51962700,
02-09-11,78750,Residential,45787000,
01-09-14,78750,Irrigation - Residential,,
11-01-14,78750,Multi-Family,16882800,
07-11-13,78750,Irrigation - Multi-Family,1128300,
14-01-12,78751,Irrigation - Multi-Family,584500,
12-05-19,78751,Irrigation - Residential,40400,
16-02-18,78751,Multi-Family,12186000,
12-05-11,78751,Residential,13430000,
16-03-09,78752,Irrigation - Multi-Family,38600,
13-02-12,78752,Multi-Family,17271500,
10-10-09,78752,Residential,10883400,
18-12-16,78753,Multi-Family,52088600,
15-09-14,78753,Irrigation - Multi-Family,2875600,
18-06-12,78753,Residential,38826100,
24-08-15,78753,Irrigation - Residential,3100,
02-01-17,78754,Irrigation - Residential,14500,
17-04-14,78754,Multi-Family,14203400,
04-10-19,78754,Residential,19937200,
04-12-11,78754,Irrigation - Multi-Family,2424200,
20-08-11,78756,Irrigation - Multi-Family,340800,
22-02-17,78756,Irrigation - Residential,32200,
08-11-12,78756,Multi-Family,6105800,
01-05-18,78756,Residential,9073300,
22-02-10,78757,Irrigation - Multi-Family,277600,
30-09-12,78757,Multi-Family,13499300,
22-11-11,78757,Residential,27770500,
11-01-15,78757,Irrigation - Residential,10600,
19-01-19,78758,Residential,38440100,
05-04-19,78758,Irrigation - Multi-Family,2027700,
04-05-09,78758,Multi-Family,53222400,
27-01-11,78758,Irrigation - Residential,18200,
13-07-09,78759,Residential,52564000,
05-05-12,78759,Multi-Family,33231500,
06-12-19,78759,Irrigation - Residential,26600,
14-12-08,78759,Irrigation - Multi-Family,700100,
04-05-19,78613,Irrigation - Multi-Family,950800,
29-12-19,78613,Multi-Family,1235800,
02-10-18,78617,Multi-Family,4112100,
16-10-19,78617,Irrigation - Residential,12000,
01-01-14,78617,Residential,20925400,
05-07-11,78652,Irrigation - Residential,89000,
27-06-16,78652,Residential,1620100,
12-01-13,78652,Multi-Family,18800,
07-09-10,78653,Multi-Family,216000,
06-08-13,78653,Residential,2296400,
03-05-12,78660,Residential,10409800,
11-11-11,78660,Irrigation - Residential,15500,
04-04-19,78660,Multi-Family,4414200,
23-08-16,78660,Irrigation - Multi-Family,404900,
29-07-17,78701,Residential,1006300,
31-05-16,78701,Irrigation - Residential,38800,
14-11-11,78701,Multi-Family,14004100,
04-06-15,78701,Irrigation - Multi-Family,798300,
10-11-17,78702,Irrigation - Multi-Family,843500,
22-04-17,78702,Irrigation - Residential,7700,
29-10-10,78702,Residential,26407600,
24-02-18,78702,Multi-Family,10780500,
05-10-12,78703,Irrigation - Residential,1258000,
27-09-14,78703,Residential,57478300,
16-05-13,78703,Irrigation - Multi-Family,936500,
24-01-18,78703,Multi-Family,14761600,
17-06-09,78704,Irrigation - Residential,233700,
06-11-09,78704,Irrigation - Multi-Family,2537500,
04-01-11,78704,Multi-Family,48204700,
26-07-13,78704,Residential,47687200,
01-09-11,78705,Irrigation - Residential,80600,
05-11-16,78705,Irrigation - Multi-Family,395100,
31-01-15,78705,Multi-Family,30246400,
14-07-16,78705,Residential,9083800,
24-04-14,78717,Irrigation - Multi-Family,7815400,
27-07-18,78717,Residential,43576100,
15-12-14,78717,Irrigation - Residential,48200,
29-11-17,78717,Multi-Family,10859500,
16-07-15,78719,Residential,1594100,
21-06-17,78719,Multi-Family,507700,
08-09-13,78721,Residential,15707400,
05-12-12,78721,Irrigation - Residential,8900,
20-11-12,78721,Multi-Family,4965500,
10-03-14,78721,Irrigation - Multi-Family,79900,
10-12-13,78722,Irrigation - Residential,200,
20-04-14,78722,Residential,8224600,
17-03-11,78722,Multi-Family,2830900,
27-07-09,78722,Irrigation - Multi-Family,202600,
02-04-16,78723,Residential,36361900,
14-06-10,78723,Irrigation - Multi-Family,27700,
13-08-11,78723,Irrigation - Residential,1500,
25-08-11,78723,Multi-Family,23626400,
19-07-14,78724,Irrigation - Multi-Family,248400,
06-11-14,78724,Multi-Family,13169900,
03-05-13,78724,Residential,22563400,
17-03-10,78724,Irrigation - Residential,30400,
13-03-19,78725,Multi-Family,227300,
16-12-16,78725,Residential,2989400,
04-12-09,78726,Residential,19959800,
18-12-18,78726,Multi-Family,12303600,
22-11-18,78726,Irrigation - Multi-Family,5606600,
02-05-18,78726,Irrigation - Residential,74900,
25-02-11,78727,Multi-Family,22073800,
16-11-12,78727,Irrigation - Multi-Family,5433000,
22-11-10,78727,Residential,42644100,
21-01-18,78727,Irrigation - Residential,33800,
21-03-15,78728,Irrigation - Multi-Family,1787400,
27-02-19,78728,Irrigation - Residential,8200,
28-02-16,78728,Multi-Family,7449900,
17-08-18,78728,Residential,6359100,
02-09-12,78729,Residential,25564700,
04-04-10,78729,Irrigation - Multi-Family,2356500,
09-06-10,78729,Irrigation - Residential,5000,
11-09-19,78729,Multi-Family,23132000,
31-03-13,78730,Irrigation - Residential,74600,
09-09-09,78730,Irrigation - Multi-Family,787300,
25-09-09,78730,Residential,27059300,
25-10-14,78730,Multi-Family,5140000,
11-06-16,78731,Multi-Family,18406000,
15-11-11,78731,Irrigation - Multi-Family,535700,
14-09-17,78731,Irrigation - Residential,481400,
09-11-15,78731,Residential,61558400,
05-12-19,78732,Residential,641900,
07-04-14,78733,Residential,45700,
03-07-13,78735,Irrigation - Multi-Family,1498600,
20-07-13,78735,Multi-Family,8650200,
30-03-18,78735,Residential,21488600,
11-09-18,78736,Irrigation - Multi-Family,350500,
19-12-17,78736,Irrigation - Residential,24300,
30-05-19,78736,Residential,13428700,
26-11-15,78736,Multi-Family,2165900,
01-12-11,78737,Irrigation - Residential,5900,
06-03-10,78737,Residential,7621300,
05-09-18,78738,Residential,11000,
02-08-17,78739,Residential,38523500,
28-05-15,78739,Irrigation - Multi-Family,100,
09-08-15,78741,Multi-Family,76671200,
01-08-11,78741,Irrigation - Multi-Family,2029200,
05-06-13,78741,Residential,18293000,
23-08-19,78741,Irrigation - Residential,21500,
30-07-16,78742,Multi-Family,717000,
27-09-19,78742,Residential,621000,
21-11-19,78744,Residential,47170200,
27-09-13,78744,Multi-Family,27720000,
07-03-19,78744,Irrigation - Residential,24900,
22-11-14,78744,Irrigation - Multi-Family,1421700,
28-06-14,78745,Irrigation - Multi-Family,3901200,
26-10-17,78745,Irrigation - Residential,84400,
02-05-13,78745,Residential,72414900,
01-09-19,78745,Multi-Family,32319700,
23-11-18,78746,Irrigation - Multi-Family,902700,
29-08-12,78746,Irrigation - Residential,463600,
02-03-18,78746,Residential,44494100,
12-06-15,78746,Multi-Family,10657000,
22-02-19,78747,Irrigation - Multi-Family,590900,
23-01-09,78747,Residential,24440000,
03-08-14,78747,Irrigation - Residential,7500,
18-10-11,78747,Multi-Family,7314800,
21-04-18,78748,Irrigation - Multi-Family,6610200,
15-08-12,78748,Multi-Family,19860300,
24-10-17,78748,Residential,62616600,
15-05-17,78748,Irrigation - Residential,29700,
03-09-09,78749,Irrigation - Residential,24600,
25-04-12,78749,Irrigation - Multi-Family,4735900,
14-10-09,78749,Residential,63027700,
06-05-16,78749,Multi-Family,19633400,
04-11-16,78750,Irrigation - Multi-Family,1796400,
28-01-10,78750,Residential,71800900,
07-12-17,78750,Irrigation - Residential,66200,
25-04-17,78750,Multi-Family,16370200,
13-09-18,78751,Irrigation - Multi-Family,821600,
15-12-09,78751,Residential,15693300,
13-11-16,78751,Multi-Family,12923400,
01-04-13,78751,Irrigation - Residential,112600,
13-01-18,78752,Irrigation - Multi-Family,50900,
17-07-09,78752,Multi-Family,17687100,
02-03-14,78752,Residential,11933600,
23-04-10,78753,Irrigation - Multi-Family,3877800,
20-03-13,78753,Irrigation - Residential,2700,
29-10-16,78753,Residential,46920000,
13-04-11,78753,Multi-Family,56577500,
04-08-19,78754,Multi-Family,16266200,
12-12-11,78754,Irrigation - Multi-Family,3616800,
31-08-09,78754,Irrigation - Residential,23000,
27-12-09,78754,Residential,25053400,
24-10-10,78756,Irrigation - Multi-Family,351800,
26-08-14,78756,Irrigation - Residential,30500,
30-04-14,78756,Multi-Family,7144200,
21-03-17,78756,Residential,9939800,
12-02-17,78757,Irrigation - Multi-Family,308900,
10-08-12,78757,Multi-Family,13929400,
17-04-16,78757,Irrigation - Residential,33800,
29-04-17,78757,Residential,33818300,
13-04-18,78758,Irrigation - Multi-Family,3557400,
29-04-16,78758,Multi-Family,57861200,
19-04-12,78758,Residential,45465300,
19-11-19,78758,Irrigation - Residential,60200,
28-07-17,78759,Residential,81213100,
16-10-09,78759,Irrigation - Multi-Family,1374700,
07-04-19,78759,Irrigation - Residential,150100,
01-08-13,78759,Multi-Family,35202400,
21-07-15,78613,Irrigation - Multi-Family,2566600,
20-12-08,78613,Multi-Family,1472700,
25-06-12,78617,Multi-Family,4796400,
01-12-16,78617,Irrigation - Residential,6200,
17-07-10,78617,Residential,22414300,
18-04-13,78652,Multi-Family,175100,
31-03-15,78652,Irrigation - Residential,75600,
20-07-15,78652,Residential,2416800,
04-06-14,78653,Multi-Family,394700,
05-12-16,78653,Residential,2669500,
04-08-09,78660,Irrigation - Residential,13300,
10-09-13,78660,Irrigation - Multi-Family,344200,
20-08-18,78660,Multi-Family,4771500,
09-08-10,78660,Residential,11181600,
24-03-14,78701,Multi-Family,14753100,
17-06-16,78701,Irrigation - Multi-Family,892000,
25-08-18,78701,Residential,1715300,
17-05-18,78701,Irrigation - Residential,43200,
11-02-13,78702,Residential,30160700,
25-01-12,78702,Irrigation - Residential,42500,
05-06-14,78702,Multi-Family,10872600,
