Code_Year_Month,Postal_Code,Customer_Class,Total_Gallons,
28-08-13,78660,Irrigation - Multi-Family,3110000,
08-07-10,78660,Multi-Family,4509500,
29-01-10,78701,Irrigation - Multi-Family,745500,
28-08-09,78701,Irrigation - Residential,42000,
07-03-17,78701,Multi-Family,14562500,
18-09-11,78701,Residential,1318100,
17-10-09,78702,Irrigation - Residential,38700,
31-12-18,78702,Multi-Family,11974400,
24-11-09,78702,Residential,28698600,
07-07-10,78702,Irrigation - Multi-Family,1460200,
13-03-17,78703,Irrigation - Residential,1997800,
02-09-11,78703,Multi-Family,14994900,
01-09-14,78703,Residential,77291200,
11-01-14,78703,Irrigation - Multi-Family,1256900,
07-11-13,78704,Multi-Family,52689100,
14-01-12,78704,Residential,61664500,
12-05-19,78704,Irrigation - Residential,328100,
16-02-18,78704,Irrigation - Multi-Family,5850900,
12-05-11,78705,Multi-Family,29252200,
16-03-09,78705,Residential,11635500,
13-02-12,78705,Irrigation - Residential,184900,
10-10-09,78705,Irrigation - Multi-Family,1025500,
18-12-16,78717,Irrigation - Residential,43300,
15-09-14,78717,Multi-Family,13084000,
18-06-12,78717,Residential,55713100,
24-08-15,78717,Irrigation - Multi-Family,8491700,
02-01-17,78719,Multi-Family,409900,
17-04-14,78719,Residential,1573700,
04-10-19,78721,Irrigation - Residential,8200,
04-12-11,78721,Multi-Family,4760700,
20-08-11,78721,Irrigation - Multi-Family,370100,
22-02-17,78721,Residential,14276200,
08-11-12,78722,Irrigation - Residential,,
01-05-18,78722,Residential,9905400,
22-02-10,78722,Multi-Family,2612600,
30-09-12,78722,Irrigation - Multi-Family,228100,
22-11-11,78723,Irrigation - Residential,3600,
11-01-15,78723,Residential,41362800,
19-01-19,78723,Multi-Family,23248800,
05-04-19,78723,Irrigation - Multi-Family,569300,
04-05-09,78724,Multi-Family,12656900,
27-01-11,78724,Residential,21841200,
13-07-09,78724,Irrigation - Residential,44500,
05-05-12,78724,Irrigation - Multi-Family,1156900,
06-12-19,78725,Multi-Family,53400,
14-12-08,78725,Irrigation - Residential,,
04-05-19,78725,Residential,3219200,
29-12-19,78726,Residential,30691700,
02-10-18,78726,Irrigation - Residential,70100,
16-10-19,78726,Multi-Family,12255300,
01-01-14,78726,Irrigation - Multi-Family,6631700,
05-07-11,78727,Residential,54872900,
27-06-16,78727,Irrigation - Residential,14300,
12-01-13,78727,Multi-Family,23683800,
07-09-10,78727,Irrigation - Multi-Family,9842800,
06-08-13,78728,Irrigation - Residential,14500,
03-05-12,78728,Irrigation - Multi-Family,4299100,
11-11-11,78728,Residential,7646000,
04-04-19,78728,Multi-Family,9645800,
23-08-16,78729,Irrigation - Residential,7600,
29-07-17,78729,Multi-Family,20520800,
31-05-16,78729,Irrigation - Multi-Family,5840200,
14-11-11,78729,Residential,31002100,
04-06-15,78730,Irrigation - Multi-Family,1741000,
10-11-17,78730,Irrigation - Residential,260200,
22-04-17,78730,Multi-Family,4923200,
29-10-10,78730,Residential,42160000,
24-02-18,78731,Residential,104566600,
05-10-12,78731,Multi-Family,20696600,
27-09-14,78731,Irrigation - Multi-Family,1305900,
16-05-13,78731,Irrigation - Residential,881200,
24-01-18,78732,Residential,837300,
17-06-09,78733,Residential,110200,
06-11-09,78735,Irrigation - Multi-Family,4857100,
04-01-11,78735,Residential,30484700,
26-07-13,78735,Multi-Family,10114500,
01-09-11,78736,Irrigation - Multi-Family,1376400,
05-11-16,78736,Multi-Family,1962700,
31-01-15,78736,Residential,21448200,
14-07-16,78736,Irrigation - Residential,26000,
24-04-14,78737,Residential,10459200,
27-07-18,78737,Irrigation - Residential,6700,
15-12-14,78738,Residential,1000,
29-11-17,78739,Residential,88583100,
16-07-15,78739,Irrigation - Multi-Family,264200,
21-06-17,78741,Residential,19743200,
08-09-13,78741,Irrigation - Multi-Family,2624400,
05-12-12,78741,Multi-Family,72652500,
20-11-12,78741,Irrigation - Residential,88300,
10-03-14,78742,Irrigation - Multi-Family,106100,
10-12-13,78742,Residential,694700,
20-04-14,78742,Multi-Family,865600,
17-03-11,78744,Irrigation - Multi-Family,4304800,
27-07-09,78744,Residential,54656400,
02-04-16,78744,Irrigation - Residential,66600,
14-06-10,78744,Multi-Family,32106100,
13-08-11,78745,Residential,85014800,
25-08-11,78745,Multi-Family,31370400,
19-07-14,78745,Irrigation - Residential,150400,
06-11-14,78745,Irrigation - Multi-Family,6337900,
03-05-13,78746,Multi-Family,13627800,
17-03-10,78746,Irrigation - Residential,831500,
13-03-19,78746,Irrigation - Multi-Family,1423800,
16-12-16,78746,Residential,74027300,
04-12-09,78747,Multi-Family,7918400,
18-12-18,78747,Irrigation - Multi-Family,2233300,
22-11-18,78747,Irrigation - Residential,10900,
02-05-18,78747,Residential,35173000,
25-02-11,78748,Irrigation - Residential,37800,
16-11-12,78748,Multi-Family,21560700,
22-11-10,78748,Irrigation - Multi-Family,12812800,
21-01-18,78748,Residential,91512800,
21-03-15,78749,Residential,100385800,
27-02-19,78749,Multi-Family,18638700,
28-02-16,78749,Irrigation - Residential,36100,
17-08-18,78749,Irrigation - Multi-Family,7373900,
02-09-12,78750,Irrigation - Residential,52000,
04-04-10,78750,Irrigation - Multi-Family,2933700,
09-06-10,78750,Multi-Family,18695800,
11-09-19,78750,Residential,80762000,
31-03-13,78751,Irrigation - Multi-Family,737800,
09-09-09,78751,Irrigation - Residential,173900,
25-09-09,78751,Multi-Family,11324800,
25-10-14,78751,Residential,18936000,
11-06-16,78752,Irrigation - Multi-Family,80000,
15-11-11,78752,Multi-Family,17553600,
14-09-17,78752,Irrigation - Residential,1200,
09-11-15,78752,Residential,14046700,
05-12-19,78753,Irrigation - Residential,20800,
07-04-14,78753,Multi-Family,53494000,
03-07-13,78753,Residential,47880300,
20-07-13,78753,Irrigation - Multi-Family,5833400,
30-03-18,78754,Residential,26104300,
11-09-18,78754,Irrigation - Residential,24700,
19-12-17,78754,Multi-Family,17713400,
30-05-19,78754,Irrigation - Multi-Family,3710800,
26-11-15,78756,Irrigation - Residential,122900,
01-12-11,78756,Multi-Family,5542800,
06-03-10,78756,Irrigation - Multi-Family,919100,
05-09-18,78756,Residential,15577800,
02-08-17,78757,Residential,50100900,
28-05-15,78757,Multi-Family,15057200,
09-08-15,78757,Irrigation - Residential,50500,
01-08-11,78757,Irrigation - Multi-Family,794300,
05-06-13,78758,Residential,45463500,
23-08-19,78758,Irrigation - Residential,114000,
30-07-16,78758,Irrigation - Multi-Family,4214400,
27-09-19,78758,Multi-Family,54293200,
21-11-19,78759,Multi-Family,38307500,
27-09-13,78759,Residential,92946800,
07-03-19,78759,Irrigation - Multi-Family,1997400,
22-11-14,78759,Irrigation - Residential,131300,
28-06-14,78613,Irrigation - Multi-Family,2822200,
26-10-17,78613,Multi-Family,3287900,
02-05-13,78617,Residential,22247700,
01-09-19,78617,Irrigation - Residential,10600,
23-11-18,78617,Multi-Family,5486200,
29-08-12,78617,Irrigation - Multi-Family,7800,
02-03-18,78652,Multi-Family,12400,
12-06-15,78652,Residential,5211500,
22-02-19,78652,Irrigation - Residential,94900,
23-01-09,78653,Irrigation - Multi-Family,32600,
03-08-14,78653,Multi-Family,248900,
18-10-11,78653,Residential,3836100,
21-04-18,78653,Irrigation - Residential,22300,
15-08-12,78660,Multi-Family,4506800,
24-10-17,78660,Irrigation - Multi-Family,2140000,
15-05-17,78660,Irrigation - Residential,26300,
03-09-09,78660,Residential,11097900,
25-04-12,78701,Multi-Family,18879900,
14-10-09,78701,Residential,1051500,
06-05-16,78701,Irrigation - Multi-Family,805200,
04-11-16,78701,Irrigation - Residential,33400,
28-01-10,78702,Irrigation - Residential,29300,
07-12-17,78702,Multi-Family,12064300,
25-04-17,78702,Residential,27231200,
13-09-18,78702,Irrigation - Multi-Family,1261200,
15-12-09,78703,Irrigation - Multi-Family,1069100,
13-11-16,78703,Multi-Family,16232600,
01-04-13,78703,Irrigation - Residential,2058900,
13-01-18,78703,Residential,75878100,
17-07-09,78704,Irrigation - Residential,302800,
02-03-14,78704,Multi-Family,57192000,
23-04-10,78704,Residential,56752100,
20-03-13,78704,Irrigation - Multi-Family,6674000,
29-10-16,78705,Residential,12413200,
13-04-11,78705,Irrigation - Residential,97900,
04-08-19,78705,Multi-Family,39488100,
12-12-11,78705,Irrigation - Multi-Family,937100,
31-08-09,78717,Residential,45887700,
27-12-09,78717,Irrigation - Residential,36100,
24-10-10,78717,Multi-Family,11318600,
26-08-14,78717,Irrigation - Multi-Family,6553700,
30-04-14,78719,Multi-Family,415800,
21-03-17,78719,Residential,2329000,
12-02-17,78721,Irrigation - Residential,4900,
10-08-12,78721,Irrigation - Multi-Family,357600,
17-04-16,78721,Multi-Family,5134000,
29-04-17,78721,Residential,14291900,
13-04-18,78722,Multi-Family,3799900,
29-04-16,78722,Irrigation - Residential,,
19-04-12,78722,Residential,9774400,
19-11-19,78722,Irrigation - Multi-Family,319300,
28-07-17,78723,Irrigation - Residential,7500,
16-10-09,78723,Multi-Family,23579300,
07-04-19,78723,Irrigation - Multi-Family,484900,
01-08-13,78723,Residential,36894500,
21-07-15,78724,Residential,22922700,
20-12-08,78724,Irrigation - Multi-Family,865700,
25-06-12,78724,Irrigation - Residential,34400,
01-12-16,78724,Multi-Family,15306900,
17-07-10,78725,Residential,3505900,
18-04-13,78725,Multi-Family,430500,
31-03-15,78725,Irrigation - Residential,,
20-07-15,78726,Multi-Family,12963300,
04-06-14,78726,Irrigation - Multi-Family,5479700,
05-12-16,78726,Residential,24005500,
04-08-09,78726,Irrigation - Residential,38900,
10-09-13,78727,Irrigation - Residential,13500,
20-08-18,78727,Multi-Family,25110600,
09-08-10,78727,Irrigation - Multi-Family,8106600,
24-03-14,78727,Residential,45342400,
17-06-16,78728,Irrigation - Residential,9600,
25-08-18,78728,Irrigation - Multi-Family,3431800,
17-05-18,78728,Multi-Family,9191600,
11-02-13,78728,Residential,6403800,
25-01-12,78729,Residential,24995000,
05-06-14,78729,Irrigation - Multi-Family,5167100,
31-07-09,78729,Irrigation - Residential,9600,
02-02-11,78729,Multi-Family,21103000,
29-05-18,78730,Multi-Family,5076300,
15-08-17,78730,Irrigation - Residential,192700,
21-12-10,78730,Residential,34381200,
17-07-16,78730,Irrigation - Multi-Family,1522700,
30-10-16,78731,Multi-Family,19855700,
21-05-13,78731,Residential,88832400,
14-06-18,78731,Irrigation - Multi-Family,1375500,
10-03-19,78731,Irrigation - Residential,874100,
03-12-19,78732,Residential,769200,
24-12-17,78733,Residential,121100,
26-05-11,78735,Multi-Family,13442300,
06-06-09,78735,Irrigation - Multi-Family,5590300,
09-05-14,78735,Residential,30387400,
11-02-15,78736,Residential,18731500,
22-08-19,78736,Multi-Family,3271300,
15-12-15,78736,Irrigation - Multi-Family,2375400,
20-11-13,78736,Irrigation - Residential,26000,
09-08-13,78737,Irrigation - Residential,7400,
21-07-18,78737,Residential,13904400,
16-05-12,78738,Residential,3200,
21-08-19,78739,Residential,67138900,
02-03-13,78739,Irrigation - Multi-Family,186100,
23-03-19,78741,Irrigation - Multi-Family,3928800,
04-01-09,78741,Multi-Family,82859000,
31-10-16,78741,Irrigation - Residential,66300,
31-05-09,78741,Residential,22215900,
05-06-11,78742,Irrigation - Multi-Family,42200,
07-09-16,78742,Multi-Family,846600,
17-05-11,78742,Residential,662200,
06-04-15,78744,Multi-Family,33951300,
09-06-16,78744,Residential,55121800,
18-12-13,78744,Irrigation - Residential,50500,
25-12-16,78744,Irrigation - Multi-Family,3901900,
27-01-18,78745,Residential,84220100,
05-03-13,78745,Irrigation - Residential,122400,
30-03-16,78745,Multi-Family,36301900,
23-04-18,78745,Irrigation - Multi-Family,6568500,
24-02-09,78746,Irrigation - Residential,1020900,
15-12-19,78746,Multi-Family,12874400,
08-02-13,78746,Residential,66163900,
23-08-17,78746,Irrigation - Multi-Family,1522900,
20-02-11,78747,Residential,32363400,
04-01-17,78747,Multi-Family,8212400,
11-12-11,78747,Irrigation - Multi-Family,1325200,
21-11-09,78747,Irrigation - Residential,15900,
05-10-15,78748,Irrigation - Residential,29000,
18-06-14,78748,Multi-Family,24806800,
02-10-17,78748,Irrigation - Multi-Family,11906900,
21-02-09,78748,Residential,77276300,
23-05-13,78749,Irrigation - Residential,34800,
02-04-11,78749,Irrigation - Multi-Family,7308500,
12-05-18,78749,Residential,78143200,
25-05-11,78749,Multi-Family,19535500,
31-12-17,78750,Residential,65498700,
18-04-16,78750,Multi-Family,16709400,
13-09-14,78750,Irrigation - Multi-Family,2801200,
13-08-17,78750,Irrigation - Residential,49200,
05-03-09,78751,Multi-Family,14588600,
06-12-14,78751,Irrigation - Multi-Family,626900,
09-02-14,78751,Irrigation - Residential,178800,
15-09-13,78751,Residential,19248300,
01-10-09,78752,Irrigation - Multi-Family,92100,
04-09-13,78752,Residential,13719600,
15-06-16,78752,Multi-Family,17665000,
28-06-19,78752,Irrigation - Residential,700,
08-10-18,78753,Irrigation - Residential,2700,
24-06-09,78753,Irrigation - Multi-Family,7027400,
31-03-14,78753,Multi-Family,53733200,
11-06-19,78753,Residential,45087300,
26-11-14,78754,Multi-Family,18865400,
06-05-18,78754,Residential,28918500,
10-06-14,78754,Irrigation - Multi-Family,4187500,
31-01-18,78754,Irrigation - Residential,48000,
02-02-10,78756,Multi-Family,9503200,
08-10-13,78756,Residential,15396200,
03-10-18,78756,Irrigation - Multi-Family,851700,
13-05-10,78756,Irrigation - Residential,69000,
17-07-12,78757,Irrigation - Multi-Family,841800,
30-12-11,78757,Multi-Family,15442100,
30-08-18,78757,Residential,40870800,
10-02-17,78757,Irrigation - Residential,68700,
07-02-17,78758,Irrigation - Multi-Family,4056700,
25-04-09,78758,Multi-Family,57829300,
24-09-10,78758,Irrigation - Residential,72600,
26-03-17,78758,Residential,42477700,
26-06-09,78759,Residential,84524300,
03-01-09,78759,Irrigation - Multi-Family,1328200,
07-11-14,78759,Multi-Family,38569000,
09-12-12,78759,Irrigation - Residential,140100,
07-12-11,78617,Irrigation - Multi-Family,2600,
22-03-13,78617,Multi-Family,3200200,
01-09-13,78617,Residential,12114000,
18-05-19,78617,Irrigation - Residential,5200,
02-03-19,78652,Irrigation - Residential,75300,
05-07-12,78652,Residential,4293400,
27-05-14,78653,Residential,14000,
05-09-16,78660,Residential,463700,
15-12-12,78660,Irrigation - Multi-Family,1238000,
27-10-15,78660,Multi-Family,618200,
23-06-10,78701,Multi-Family,6668000,
04-01-18,78701,Irrigation - Multi-Family,241300,
12-02-11,78701,Residential,89100,
13-06-14,78702,Residential,8570300,
13-11-17,78702,Irrigation - Multi-Family,653300,
29-04-12,78702,Multi-Family,4210900,
07-09-18,78702,Irrigation - Residential,,
27-07-16,78703,Multi-Family,5806100,
27-06-11,78703,Irrigation - Residential,618300,
12-07-19,78703,Irrigation - Multi-Family,628200,
01-02-09,78703,Residential,22693200,
25-10-18,78704,Irrigation - Multi-Family,4451000,
27-09-18,78704,Residential,20073900,
05-10-13,78704,Irrigation - Residential,96300,
09-07-16,78704,Multi-Family,35024700,
13-12-18,78705,Irrigation - Multi-Family,522300,
18-10-09,78705,Residential,7495500,
19-04-15,78705,Irrigation - Residential,52000,
26-06-09,78705,Multi-Family,22758300,
03-01-09,78717,Residential,317000,
07-11-14,78717,Irrigation - Multi-Family,33700,
09-12-12,78719,Multi-Family,357300,
07-12-11,78719,Residential,1701200,
22-03-13,78721,Irrigation - Multi-Family,7000,
01-09-13,78721,Residential,118200,
18-05-19,78721,Irrigation - Residential,,
02-03-19,78721,Multi-Family,458400,
05-07-12,78722,Residential,7449000,
27-05-14,78722,Irrigation - Residential,,
05-09-16,78722,Irrigation - Multi-Family,236000,
15-12-12,78722,Multi-Family,2094700,
27-10-15,78723,Residential,13932000,
23-06-10,78723,Multi-Family,10906800,
04-01-18,78723,Irrigation - Residential,8600,
12-02-11,78723,Irrigation - Multi-Family,126500,
13-06-14,78724,Multi-Family,437100,
13-11-17,78724,Residential,226100,
29-04-12,78725,Multi-Family,9600,
07-09-18,78725,Residential,1166800,
27-07-16,78726,Residential,10493500,
27-06-11,78727,Multi-Family,8694000,
12-07-19,78727,Irrigation - Multi-Family,2606900,
01-02-09,78727,Residential,16677000,
25-10-18,78728,Irrigation - Multi-Family,261500,
27-09-18,78728,Multi-Family,1470000,
05-10-13,78728,Residential,70800,
09-07-16,78729,Irrigation - Residential,7300,
13-12-18,78729,Multi-Family,7751200,
18-10-09,78729,Residential,14475700,
19-04-15,78729,Irrigation - Multi-Family,2979100,
06-02-18,78730,Irrigation - Residential,134400,
30-06-14,78730,Residential,21720000,
21-05-17,78730,Multi-Family,383200,
21-01-10,78730,Irrigation - Multi-Family,205400,
30-01-13,78731,Multi-Family,2309500,
28-04-19,78731,Irrigation - Residential,361400,
27-07-11,78731,Residential,43154600,
05-09-19,78731,Irrigation - Multi-Family,202500,
07-06-16,78732,Residential,661400,
02-07-10,78733,Residential,104000,
01-03-15,78735,Residential,69100,
24-12-09,78735,Irrigation - Multi-Family,368300,
02-05-14,78735,Multi-Family,6268000,
01-09-10,78736,Irrigation - Residential,2400,
29-08-16,78736,Residential,6287900,
27-11-17,78736,Irrigation - Multi-Family,1692700,
26-09-15,78736,Multi-Family,2092300,
02-09-09,78737,Residential,2341100,
18-11-09,78738,Residential,3100,
09-06-15,78739,Residential,57038900,
24-03-11,78739,Irrigation - Multi-Family,95600,
26-09-16,78741,Irrigation - Multi-Family,2654000,
29-12-15,78741,Residential,16549900,
12-08-15,78741,Irrigation - Residential,50700,
03-10-14,78741,Multi-Family,64491100,
21-10-16,78742,Multi-Family,188500,
15-05-18,78742,Residential,559100,
